,Edad (3 grupos de edad),Españoles/Extranjeros,Sexo,Año,Total,cod_prov,provincias
944,0-15 años,Extranjeros,Hombres,2019,1.426,24,León
945,0-15 años,Extranjeros,Mujeres,2021,1.350,24,León
946,0-15 años,Extranjeros,Mujeres,2020,1.388,24,León
947,0-15 años,Extranjeros,Mujeres,2019,1.310,24,León
948,16-64 años,Españoles,Hombres,2021,131.790,24,León
949,16-64 años,Españoles,Hombres,2020,133.505,24,León
950,16-64 años,Españoles,Hombres,2019,135.742,24,León
951,16-64 años,Españoles,Mujeres,2021,128.735,24,León
952,16-64 años,Españoles,Mujeres,2020,130.098,24,León
953,16-64 años,Españoles,Mujeres,2019,132.010,24,León
954,16-64 años,Extranjeros,Hombres,2021,7.783,24,León
955,16-64 años,Extranjeros,Hombres,2020,7.831,24,León
956,16-64 años,Extranjeros,Hombres,2019,7.469,24,León
957,16-64 años,Extranjeros,Mujeres,2021,8.479,24,León
958,16-64 años,Extranjeros,Mujeres,2020,8.503,24,León
959,16-64 años,Extranjeros,Mujeres,2019,8.010,24,León
960,65 y más,Españoles,Hombres,2021,53.623,24,León
961,65 y más,Españoles,Hombres,2020,53.632,24,León
962,65 y más,Españoles,Hombres,2019,53.261,24,León
963,65 y más,Españoles,Mujeres,2021,69.955,24,León
964,65 y más,Españoles,Mujeres,2020,70.393,24,León
965,65 y más,Españoles,Mujeres,2019,70.232,24,León
966,65 y más,Extranjeros,Hombres,2021,503,24,León
967,65 y más,Extranjeros,Hombres,2020,476,24,León
968,65 y más,Extranjeros,Hombres,2019,394,24,León
969,65 y más,Extranjeros,Mujeres,2021,644,24,León
970,65 y más,Extranjeros,Mujeres,2020,607,24,León
971,65 y más,Extranjeros,Mujeres,2019,500,24,León
972,0-15 años,Españoles,Hombres,2021,28.030,25,Lleida
973,0-15 años,Españoles,Hombres,2020,28.437,25,Lleida
974,0-15 años,Españoles,Hombres,2019,28.783,25,Lleida
975,0-15 años,Españoles,Mujeres,2021,26.824,25,Lleida
976,0-15 años,Españoles,Mujeres,2020,27.246,25,Lleida
977,0-15 años,Españoles,Mujeres,2019,27.569,25,Lleida
978,0-15 años,Extranjeros,Hombres,2021,7.536,25,Lleida
979,0-15 años,Extranjeros,Hombres,2020,7.428,25,Lleida
980,0-15 años,Extranjeros,Hombres,2019,7.067,25,Lleida
981,0-15 años,Extranjeros,Mujeres,2021,6.948,25,Lleida
982,0-15 años,Extranjeros,Mujeres,2020,6.810,25,Lleida
983,0-15 años,Extranjeros,Mujeres,2019,6.464,25,Lleida
984,16-64 años,Españoles,Hombres,2021,112.903,25,Lleida
985,16-64 años,Españoles,Hombres,2020,112.990,25,Lleida
986,16-64 años,Españoles,Hombres,2019,113.309,25,Lleida
987,16-64 años,Españoles,Mujeres,2021,106.731,25,Lleida
988,16-64 años,Españoles,Mujeres,2020,106.669,25,Lleida
989,16-64 años,Españoles,Mujeres,2019,107.028,25,Lleida
990,16-64 años,Extranjeros,Hombres,2021,37.523,25,Lleida
991,16-64 años,Extranjeros,Hombres,2020,36.665,25,Lleida
992,16-64 años,Extranjeros,Hombres,2019,34.510,25,Lleida
993,16-64 años,Extranjeros,Mujeres,2021,27.396,25,Lleida
994,16-64 años,Extranjeros,Mujeres,2020,27.110,25,Lleida
995,16-64 años,Extranjeros,Mujeres,2019,26.048,25,Lleida
996,65 y más,Españoles,Hombres,2021,37.246,25,Lleida
997,65 y más,Españoles,Hombres,2020,36.992,25,Lleida
998,65 y más,Españoles,Hombres,2019,36.525,25,Lleida
999,65 y más,Españoles,Mujeres,2021,46.601,25,Lleida
1000,65 y más,Españoles,Mujeres,2020,46.350,25,Lleida
1001,65 y más,Españoles,Mujeres,2019,46.074,25,Lleida
1002,65 y más,Extranjeros,Hombres,2021,918,25,Lleida
1003,65 y más,Extranjeros,Hombres,2020,811,25,Lleida
1004,65 y más,Extranjeros,Hombres,2019,684,25,Lleida
1005,65 y más,Extranjeros,Mujeres,2021,1.071,25,Lleida
1006,65 y más,Extranjeros,Mujeres,2020,1.009,25,Lleida
1007,65 y más,Extranjeros,Mujeres,2019,869,25,Lleida
1008,0-15 años,Españoles,Hombres,2021,16.550,27,Lugo
1009,0-15 años,Españoles,Hombres,2020,16.811,27,Lugo
1010,0-15 años,Españoles,Hombres,2019,17.022,27,Lugo
1011,0-15 años,Españoles,Mujeres,2021,15.987,27,Lugo
1012,0-15 años,Españoles,Mujeres,2020,16.158,27,Lugo
1013,0-15 años,Españoles,Mujeres,2019,16.504,27,Lugo
1014,0-15 años,Extranjeros,Hombres,2021,1.188,27,Lugo
1015,0-15 años,Extranjeros,Hombres,2020,1.188,27,Lugo
1016,0-15 años,Extranjeros,Hombres,2019,1.046,27,Lugo
1017,0-15 años,Extranjeros,Mujeres,2021,1.187,27,Lugo
1018,0-15 años,Extranjeros,Mujeres,2020,1.183,27,Lugo
1019,0-15 años,Extranjeros,Mujeres,2019,1.095,27,Lugo
1020,16-64 años,Españoles,Hombres,2021,90.821,27,Lugo
1021,16-64 años,Españoles,Hombres,2020,91.988,27,Lugo
1022,16-64 años,Españoles,Hombres,2019,93.522,27,Lugo
1023,16-64 años,Españoles,Mujeres,2021,90.412,27,Lugo
1024,16-64 años,Españoles,Mujeres,2020,91.331,27,Lugo
1025,16-64 años,Españoles,Mujeres,2019,92.561,27,Lugo
1026,16-64 años,Extranjeros,Hombres,2021,6.740,27,Lugo
1027,16-64 años,Extranjeros,Hombres,2020,6.600,27,Lugo
1028,16-64 años,Extranjeros,Hombres,2019,6.073,27,Lugo
1029,16-64 años,Extranjeros,Mujeres,2021,6.629,27,Lugo
1030,16-64 años,Extranjeros,Mujeres,2020,6.468,27,Lugo
1031,16-64 años,Extranjeros,Mujeres,2019,5.760,27,Lugo
1032,65 y más,Españoles,Hombres,2021,42.259,27,Lugo
1033,65 y más,Españoles,Hombres,2020,41.937,27,Lugo
1034,65 y más,Españoles,Hombres,2019,41.749,27,Lugo
1035,65 y más,Españoles,Mujeres,2021,53.471,27,Lugo
1036,65 y más,Españoles,Mujeres,2020,53.568,27,Lugo
1037,65 y más,Españoles,Mujeres,2019,53.645,27,Lugo
1038,65 y más,Extranjeros,Hombres,2021,334,27,Lugo
1039,65 y más,Extranjeros,Hombres,2020,318,27,Lugo
1040,65 y más,Extranjeros,Hombres,2019,274,27,Lugo
1041,65 y más,Extranjeros,Mujeres,2021,435,27,Lugo
1042,65 y más,Extranjeros,Mujeres,2020,396,27,Lugo
1043,65 y más,Extranjeros,Mujeres,2019,336,27,Lugo
1044,0-15 años,Españoles,Hombres,2021,474.314,28,Madrid
1045,0-15 años,Españoles,Hombres,2020,486.075,28,Madrid
1046,0-15 años,Españoles,Hombres,2019,490.790,28,Madrid
1047,0-15 años,Españoles,Mujeres,2021,450.470,28,Madrid
1048,0-15 años,Españoles,Mujeres,2020,460.860,28,Madrid
1049,0-15 años,Españoles,Mujeres,2019,465.776,28,Madrid
1050,0-15 años,Extranjeros,Hombres,2021,69.960,28,Madrid
1051,0-15 años,Extranjeros,Hombres,2020,70.360,28,Madrid
1052,0-15 años,Extranjeros,Hombres,2019,66.003,28,Madrid
1053,0-15 años,Extranjeros,Mujeres,2021,66.546,28,Madrid
1054,0-15 años,Extranjeros,Mujeres,2020,66.970,28,Madrid
1055,0-15 años,Extranjeros,Mujeres,2019,62.715,28,Madrid
1056,16-64 años,Españoles,Hombres,2021,1.816.835,28,Madrid
1057,16-64 años,Españoles,Hombres,2020,1.819.532,28,Madrid
1058,16-64 años,Españoles,Hombres,2019,1.802.900,28,Madrid
1059,16-64 años,Españoles,Mujeres,2021,1.882.170,28,Madrid
1060,16-64 años,Españoles,Mujeres,2020,1.887.871,28,Madrid
1061,16-64 años,Españoles,Mujeres,2019,1.874.951,28,Madrid
1062,16-64 años,Extranjeros,Hombres,2021,365.625,28,Madrid
1063,16-64 años,Extranjeros,Hombres,2020,365.376,28,Madrid
1064,16-64 años,Extranjeros,Hombres,2019,337.049,28,Madrid
1065,16-64 años,Extranjeros,Mujeres,2021,412.235,28,Madrid
1066,16-64 años,Extranjeros,Mujeres,2020,414.106,28,Madrid
1067,16-64 años,Extranjeros,Mujeres,2019,382.171,28,Madrid
1068,65 y más,Españoles,Hombres,2021,487.169,28,Madrid
1069,65 y más,Españoles,Hombres,2020,487.396,28,Madrid
1070,65 y más,Españoles,Hombres,2019,477.538,28,Madrid
1071,65 y más,Españoles,Mujeres,2021,685.171,28,Madrid
1072,65 y más,Españoles,Mujeres,2020,682.440,28,Madrid
1073,65 y más,Españoles,Mujeres,2019,669.620,28,Madrid
1074,65 y más,Extranjeros,Hombres,2021,15.797,28,Madrid
1075,65 y más,Extranjeros,Hombres,2020,15.054,28,Madrid
1076,65 y más,Extranjeros,Hombres,2019,13.032,28,Madrid
1077,65 y más,Extranjeros,Mujeres,2021,24.959,28,Madrid
1078,65 y más,Extranjeros,Mujeres,2020,23.848,28,Madrid
1079,65 y más,Extranjeros,Mujeres,2019,20.849,28,Madrid
1080,0-15 años,Españoles,Hombres,2021,123.113,29,Málaga
1081,0-15 años,Españoles,Hombres,2020,125.153,29,Málaga
1082,0-15 años,Españoles,Hombres,2019,126.511,29,Málaga
1083,0-15 años,Españoles,Mujeres,2021,116.610,29,Málaga
1084,0-15 años,Españoles,Mujeres,2020,118.457,29,Málaga
1085,0-15 años,Españoles,Mujeres,2019,120.099,29,Málaga
1086,0-15 años,Extranjeros,Hombres,2021,17.393,29,Málaga
1087,0-15 años,Extranjeros,Hombres,2020,17.817,29,Málaga
1088,0-15 años,Extranjeros,Hombres,2019,16.675,29,Málaga
1089,0-15 años,Extranjeros,Mujeres,2021,16.519,29,Málaga
1090,0-15 años,Extranjeros,Mujeres,2020,16.807,29,Málaga
1091,0-15 años,Extranjeros,Mujeres,2019,15.696,29,Málaga
1092,16-64 años,Españoles,Hombres,2021,463.676,29,Málaga
1093,16-64 años,Españoles,Hombres,2020,461.337,29,Málaga
1094,16-64 años,Españoles,Hombres,2019,459.456,29,Málaga
1095,16-64 años,Españoles,Mujeres,2021,466.559,29,Málaga
1096,16-64 años,Españoles,Mujeres,2020,464.026,29,Málaga
1097,16-64 años,Españoles,Mujeres,2019,461.876,29,Málaga
1098,16-64 años,Extranjeros,Hombres,2021,90.555,29,Málaga
1099,16-64 años,Extranjeros,Hombres,2020,89.334,29,Málaga
1100,16-64 años,Extranjeros,Hombres,2019,83.671,29,Málaga
1101,16-64 años,Extranjeros,Mujeres,2021,99.045,29,Málaga
1102,16-64 años,Extranjeros,Mujeres,2020,98.001,29,Málaga
1103,16-64 años,Extranjeros,Mujeres,2019,91.250,29,Málaga
1104,65 y más,Españoles,Hombres,2021,110.561,29,Málaga
1105,65 y más,Españoles,Hombres,2020,107.671,29,Málaga
1106,65 y más,Españoles,Hombres,2019,104.967,29,Málaga
1107,65 y más,Españoles,Mujeres,2021,142.131,29,Málaga
1108,65 y más,Españoles,Mujeres,2020,139.070,29,Málaga
1109,65 y más,Españoles,Mujeres,2019,135.723,29,Málaga
1110,65 y más,Extranjeros,Hombres,2021,24.678,29,Málaga
1111,65 y más,Extranjeros,Hombres,2020,24.138,29,Málaga
1112,65 y más,Extranjeros,Hombres,2019,23.069,29,Málaga
1113,65 y más,Extranjeros,Mujeres,2021,24.811,29,Málaga
1114,65 y más,Extranjeros,Mujeres,2020,24.109,29,Málaga
1115,65 y más,Extranjeros,Mujeres,2019,22.792,29,Málaga
1116,0-15 años,Españoles,Hombres,2021,118.916,30,Murcia
1117,0-15 años,Españoles,Hombres,2020,119.696,30,Murcia
1118,0-15 años,Españoles,Hombres,2019,120.792,30,Murcia
1119,0-15 años,Españoles,Mujeres,2021,112.152,30,Murcia
1120,0-15 años,Españoles,Mujeres,2020,113.104,30,Murcia
1121,0-15 años,Españoles,Mujeres,2019,113.863,30,Murcia
1122,0-15 años,Extranjeros,Hombres,2021,20.462,30,Murcia
1123,0-15 años,Extranjeros,Hombres,2020,21.183,30,Murcia
1124,0-15 años,Extranjeros,Hombres,2019,20.754,30,Murcia
1125,0-15 años,Extranjeros,Mujeres,2021,19.106,30,Murcia
1126,0-15 años,Extranjeros,Mujeres,2020,19.789,30,Murcia
1127,0-15 años,Extranjeros,Mujeres,2019,19.343,30,Murcia
1128,16-64 años,Españoles,Hombres,2021,422.552,30,Murcia
1129,16-64 años,Españoles,Hombres,2020,419.811,30,Murcia
1130,16-64 años,Españoles,Hombres,2019,417.277,30,Murcia
1131,16-64 años,Españoles,Mujeres,2021,416.001,30,Murcia
1132,16-64 años,Españoles,Mujeres,2020,413.394,30,Murcia
1133,16-64 años,Españoles,Mujeres,2019,411.070,30,Murcia
1134,16-64 años,Extranjeros,Hombres,2021,91.635,30,Murcia
1135,16-64 años,Extranjeros,Hombres,2020,91.323,30,Murcia
1136,16-64 años,Extranjeros,Hombres,2019,86.403,30,Murcia
1137,16-64 años,Extranjeros,Mujeres,2021,75.351,30,Murcia
1138,16-64 años,Extranjeros,Mujeres,2020,74.984,30,Murcia
1139,16-64 años,Extranjeros,Mujeres,2019,70.993,30,Murcia
1140,65 y más,Españoles,Hombres,2021,98.785,30,Murcia
1141,65 y más,Españoles,Hombres,2020,97.138,30,Murcia
1142,65 y más,Españoles,Hombres,2019,95.419,30,Murcia
1143,65 y más,Españoles,Mujeres,2021,127.756,30,Murcia
1144,65 y más,Españoles,Mujeres,2020,125.891,30,Murcia
1145,65 y más,Españoles,Mujeres,2019,124.238,30,Murcia
1146,65 y más,Extranjeros,Hombres,2021,8.012,30,Murcia
1147,65 y más,Extranjeros,Hombres,2020,7.548,30,Murcia
1148,65 y más,Extranjeros,Hombres,2019,6.970,30,Murcia
1149,65 y más,Extranjeros,Mujeres,2021,7.758,30,Murcia
1150,65 y más,Extranjeros,Mujeres,2020,7.390,30,Murcia
1151,65 y más,Extranjeros,Mujeres,2019,6.776,30,Murcia
1152,0-15 años,Españoles,Hombres,2021,48.073,31,Navarra
1153,0-15 años,Españoles,Hombres,2020,49.000,31,Navarra
1154,0-15 años,Españoles,Hombres,2019,49.598,31,Navarra
1155,0-15 años,Españoles,Mujeres,2021,45.784,31,Navarra
1156,0-15 años,Españoles,Mujeres,2020,46.557,31,Navarra
1157,0-15 años,Españoles,Mujeres,2019,47.212,31,Navarra
1158,0-15 años,Extranjeros,Hombres,2021,6.609,31,Navarra
1159,0-15 años,Extranjeros,Hombres,2020,6.530,31,Navarra
1160,0-15 años,Extranjeros,Hombres,2019,5.860,31,Navarra
1161,0-15 años,Extranjeros,Mujeres,2021,6.326,31,Navarra
1162,0-15 años,Extranjeros,Mujeres,2020,6.175,31,Navarra
1163,0-15 años,Extranjeros,Mujeres,2019,5.596,31,Navarra
1164,16-64 años,Españoles,Hombres,2021,185.854,31,Navarra
1165,16-64 años,Españoles,Hombres,2020,185.754,31,Navarra
1166,16-64 años,Españoles,Hombres,2019,185.837,31,Navarra
1167,16-64 años,Españoles,Mujeres,2021,180.944,31,Navarra
1168,16-64 años,Españoles,Mujeres,2020,180.976,31,Navarra
1169,16-64 años,Españoles,Mujeres,2019,181.003,31,Navarra
1170,16-64 años,Extranjeros,Hombres,2021,28.431,31,Navarra
1171,16-64 años,Extranjeros,Hombres,2020,28.174,31,Navarra
1172,16-64 años,Extranjeros,Hombres,2019,25.721,31,Navarra
1173,16-64 años,Extranjeros,Mujeres,2021,27.575,31,Navarra
1174,16-64 años,Extranjeros,Mujeres,2020,27.384,31,Navarra
1175,16-64 años,Extranjeros,Mujeres,2019,24.996,31,Navarra
1176,65 y más,Españoles,Hombres,2021,57.493,31,Navarra
1177,65 y más,Españoles,Hombres,2020,56.823,31,Navarra
1178,65 y más,Españoles,Hombres,2019,55.790,31,Navarra
1179,65 y más,Españoles,Mujeres,2021,71.948,31,Navarra
1180,65 y más,Españoles,Mujeres,2020,71.421,31,Navarra
1181,65 y más,Españoles,Mujeres,2019,70.555,31,Navarra
1182,65 y más,Extranjeros,Hombres,2021,1.005,31,Navarra
1183,65 y más,Extranjeros,Hombres,2020,945,31,Navarra
1184,65 y más,Extranjeros,Hombres,2019,825,31,Navarra
1185,65 y más,Extranjeros,Mujeres,2021,1.495,31,Navarra
1186,65 y más,Extranjeros,Mujeres,2020,1.458,31,Navarra
1187,65 y más,Extranjeros,Mujeres,2019,1.221,31,Navarra
1188,0-15 años,Españoles,Hombres,2021,15.483,32,Ourense
1189,0-15 años,Españoles,Hombres,2020,15.616,32,Ourense
1190,0-15 años,Españoles,Hombres,2019,15.912,32,Ourense
1191,0-15 años,Españoles,Mujeres,2021,14.520,32,Ourense
1192,0-15 años,Españoles,Mujeres,2020,14.728,32,Ourense
1193,0-15 años,Españoles,Mujeres,2019,15.031,32,Ourense
1194,0-15 años,Extranjeros,Hombres,2021,893,32,Ourense
1195,0-15 años,Extranjeros,Hombres,2020,915,32,Ourense
1196,0-15 años,Extranjeros,Hombres,2019,808,32,Ourense
1197,0-15 años,Extranjeros,Mujeres,2021,909,32,Ourense
1198,0-15 años,Extranjeros,Mujeres,2020,926,32,Ourense
1199,0-15 años,Extranjeros,Mujeres,2019,806,32,Ourense
1200,16-64 años,Españoles,Hombres,2021,82.085,32,Ourense
1201,16-64 años,Españoles,Hombres,2020,82.742,32,Ourense
1202,16-64 años,Españoles,Hombres,2019,83.723,32,Ourense
1203,16-64 años,Españoles,Mujeres,2021,82.030,32,Ourense
1204,16-64 años,Españoles,Mujeres,2020,82.578,32,Ourense
1205,16-64 años,Españoles,Mujeres,2019,83.439,32,Ourense
1206,16-64 años,Extranjeros,Hombres,2021,6.056,32,Ourense
1207,16-64 años,Extranjeros,Hombres,2020,5.899,32,Ourense
1208,16-64 años,Extranjeros,Hombres,2019,5.431,32,Ourense
1209,16-64 años,Extranjeros,Mujeres,2021,6.780,32,Ourense
1210,16-64 años,Extranjeros,Mujeres,2020,6.565,32,Ourense
1211,16-64 años,Extranjeros,Mujeres,2019,5.957,32,Ourense
1212,65 y más,Españoles,Hombres,2021,41.321,32,Ourense
1213,65 y más,Españoles,Hombres,2020,41.292,32,Ourense
1214,65 y más,Españoles,Hombres,2019,41.100,32,Ourense
1215,65 y más,Españoles,Mujeres,2021,53.727,32,Ourense
1216,65 y más,Españoles,Mujeres,2020,54.061,32,Ourense
1217,65 y más,Españoles,Mujeres,2019,54.275,32,Ourense
1218,65 y más,Extranjeros,Hombres,2021,657,32,Ourense
1219,65 y más,Extranjeros,Hombres,2020,614,32,Ourense
1220,65 y más,Extranjeros,Hombres,2019,548,32,Ourense
1221,65 y más,Extranjeros,Mujeres,2021,762,32,Ourense
1222,65 y más,Extranjeros,Mujeres,2020,714,32,Ourense
1223,65 y más,Extranjeros,Mujeres,2019,621,32,Ourense
1224,0-15 años,Españoles,Hombres,2021,9.054,34,Palencia
1225,0-15 años,Españoles,Hombres,2020,9.190,34,Palencia
1226,0-15 años,Españoles,Hombres,2019,9.313,34,Palencia
1227,0-15 años,Españoles,Mujeres,2021,8.565,34,Palencia
1228,0-15 años,Españoles,Mujeres,2020,8.691,34,Palencia
1229,0-15 años,Españoles,Mujeres,2019,8.824,34,Palencia
1230,0-15 años,Extranjeros,Hombres,2021,684,34,Palencia
1231,0-15 años,Extranjeros,Hombres,2020,668,34,Palencia
1232,0-15 años,Extranjeros,Hombres,2019,637,34,Palencia
1233,0-15 años,Extranjeros,Mujeres,2021,582,34,Palencia
1234,0-15 años,Extranjeros,Mujeres,2020,576,34,Palencia
1235,0-15 años,Extranjeros,Mujeres,2019,544,34,Palencia
1236,16-64 años,Españoles,Hombres,2021,47.648,34,Palencia
1237,16-64 años,Españoles,Hombres,2020,48.424,34,Palencia
1238,16-64 años,Españoles,Hombres,2019,49.271,34,Palencia
1239,16-64 años,Españoles,Mujeres,2021,45.232,34,Palencia
1240,16-64 años,Españoles,Mujeres,2020,45.775,34,Palencia
1241,16-64 años,Españoles,Mujeres,2019,46.324,34,Palencia
1242,16-64 años,Extranjeros,Hombres,2021,2.798,34,Palencia
1243,16-64 años,Extranjeros,Hombres,2020,2.742,34,Palencia
1244,16-64 años,Extranjeros,Hombres,2019,2.497,34,Palencia
1245,16-64 años,Extranjeros,Mujeres,2021,3.008,34,Palencia
1246,16-64 años,Extranjeros,Mujeres,2020,2.947,34,Palencia
1247,16-64 años,Extranjeros,Mujeres,2019,2.736,34,Palencia
1248,65 y más,Españoles,Hombres,2021,18.547,34,Palencia
1249,65 y más,Españoles,Hombres,2020,18.328,34,Palencia
1250,65 y más,Españoles,Hombres,2019,18.001,34,Palencia
1251,65 y más,Españoles,Mujeres,2021,22.750,34,Palencia
1252,65 y más,Españoles,Mujeres,2020,22.747,34,Palencia
1253,65 y más,Españoles,Mujeres,2019,22.635,34,Palencia
1254,65 y más,Extranjeros,Hombres,2021,110,34,Palencia
1255,65 y más,Extranjeros,Hombres,2020,105,34,Palencia
1256,65 y más,Extranjeros,Hombres,2019,89,34,Palencia
1257,65 y más,Extranjeros,Mujeres,2021,145,34,Palencia
1258,65 y más,Extranjeros,Mujeres,2020,128,34,Palencia
1259,65 y más,Extranjeros,Mujeres,2019,109,34,Palencia
1260,0-15 años,Españoles,Hombres,2021,70.933,35,"Palmas, Las"
1261,0-15 años,Españoles,Hombres,2020,73.519,35,"Palmas, Las"
1262,0-15 años,Españoles,Hombres,2019,75.372,35,"Palmas, Las"
1263,0-15 años,Españoles,Mujeres,2021,67.356,35,"Palmas, Las"
1264,0-15 años,Españoles,Mujeres,2020,69.908,35,"Palmas, Las"
1265,0-15 años,Españoles,Mujeres,2019,71.684,35,"Palmas, Las"
1266,0-15 años,Extranjeros,Hombres,2021,8.373,35,"Palmas, Las"
1267,0-15 años,Extranjeros,Hombres,2020,8.631,35,"Palmas, Las"
1268,0-15 años,Extranjeros,Hombres,2019,8.237,35,"Palmas, Las"
1269,0-15 años,Extranjeros,Mujeres,2021,7.850,35,"Palmas, Las"
1270,0-15 años,Extranjeros,Mujeres,2020,8.107,35,"Palmas, Las"
1271,0-15 años,Extranjeros,Mujeres,2019,7.596,35,"Palmas, Las"
1272,16-64 años,Españoles,Hombres,2021,346.141,35,"Palmas, Las"
1273,16-64 años,Españoles,Hombres,2020,345.855,35,"Palmas, Las"
1274,16-64 años,Españoles,Hombres,2019,345.185,35,"Palmas, Las"
1275,16-64 años,Españoles,Mujeres,2021,338.691,35,"Palmas, Las"
1276,16-64 años,Españoles,Mujeres,2020,338.171,35,"Palmas, Las"
1277,16-64 años,Españoles,Mujeres,2019,337.078,35,"Palmas, Las"
1278,16-64 años,Extranjeros,Hombres,2021,55.196,35,"Palmas, Las"
1279,16-64 años,Extranjeros,Hombres,2020,56.518,35,"Palmas, Las"
1280,16-64 años,Extranjeros,Hombres,2019,53.292,35,"Palmas, Las"
1281,16-64 años,Extranjeros,Mujeres,2021,55.903,35,"Palmas, Las"
1282,16-64 años,Extranjeros,Mujeres,2020,57.378,35,"Palmas, Las"
1283,16-64 años,Extranjeros,Mujeres,2019,54.195,35,"Palmas, Las"
1284,65 y más,Españoles,Hombres,2021,72.359,35,"Palmas, Las"
1285,65 y más,Españoles,Hombres,2020,70.125,35,"Palmas, Las"
1286,65 y más,Españoles,Hombres,2019,68.092,35,"Palmas, Las"
1287,65 y más,Españoles,Mujeres,2021,89.161,35,"Palmas, Las"
1288,65 y más,Españoles,Mujeres,2020,86.766,35,"Palmas, Las"
1289,65 y más,Españoles,Mujeres,2019,84.435,35,"Palmas, Las"
1290,65 y más,Extranjeros,Hombres,2021,8.279,35,"Palmas, Las"
1291,65 y más,Extranjeros,Hombres,2020,8.046,35,"Palmas, Las"
1292,65 y más,Extranjeros,Hombres,2019,7.596,35,"Palmas, Las"
1293,65 y más,Extranjeros,Mujeres,2021,8.297,35,"Palmas, Las"
1294,65 y más,Extranjeros,Mujeres,2020,8.041,35,"Palmas, Las"
1295,65 y más,Extranjeros,Mujeres,2019,7.644,35,"Palmas, Las"
1296,0-15 años,Españoles,Hombres,2021,62.554,36,Pontevedra
1297,0-15 años,Españoles,Hombres,2020,63.861,36,Pontevedra
1298,0-15 años,Españoles,Hombres,2019,64.843,36,Pontevedra
1299,0-15 años,Españoles,Mujeres,2021,58.437,36,Pontevedra
1300,0-15 años,Españoles,Mujeres,2020,59.559,36,Pontevedra
1301,0-15 años,Españoles,Mujeres,2019,60.598,36,Pontevedra
1302,0-15 años,Extranjeros,Hombres,2021,2.239,36,Pontevedra
1303,0-15 años,Extranjeros,Hombres,2020,2.254,36,Pontevedra
1304,0-15 años,Extranjeros,Hombres,2019,1.983,36,Pontevedra
1305,0-15 años,Extranjeros,Mujeres,2021,2.214,36,Pontevedra
1306,0-15 años,Extranjeros,Mujeres,2020,2.249,36,Pontevedra
1307,0-15 años,Extranjeros,Mujeres,2019,1.951,36,Pontevedra
1308,16-64 años,Españoles,Hombres,2021,283.575,36,Pontevedra
1309,16-64 años,Españoles,Hombres,2020,284.400,36,Pontevedra
1310,16-64 años,Españoles,Hombres,2019,285.445,36,Pontevedra
1311,16-64 años,Españoles,Mujeres,2021,285.567,36,Pontevedra
1312,16-64 años,Españoles,Mujeres,2020,286.751,36,Pontevedra
1313,16-64 años,Españoles,Mujeres,2019,288.237,36,Pontevedra
1314,16-64 años,Extranjeros,Hombres,2021,14.751,36,Pontevedra
1315,16-64 años,Extranjeros,Hombres,2020,14.646,36,Pontevedra
1316,16-64 años,Extranjeros,Hombres,2019,13.405,36,Pontevedra
1317,16-64 años,Extranjeros,Mujeres,2021,16.113,36,Pontevedra
1318,16-64 años,Extranjeros,Mujeres,2020,15.996,36,Pontevedra
1319,16-64 años,Extranjeros,Mujeres,2019,14.331,36,Pontevedra
1320,65 y más,Españoles,Hombres,2021,91.569,36,Pontevedra
1321,65 y más,Españoles,Hombres,2020,90.078,36,Pontevedra
1322,65 y más,Españoles,Hombres,2019,88.510,36,Pontevedra
1323,65 y más,Españoles,Mujeres,2021,124.555,36,Pontevedra
1324,65 y más,Españoles,Mujeres,2020,122.959,36,Pontevedra
1325,65 y más,Españoles,Mujeres,2019,121.026,36,Pontevedra
1326,65 y más,Extranjeros,Hombres,2021,1.222,36,Pontevedra
1327,65 y más,Extranjeros,Hombres,2020,1.213,36,Pontevedra
1328,65 y más,Extranjeros,Hombres,2019,1.100,36,Pontevedra
1329,65 y más,Extranjeros,Mujeres,2021,1.479,36,Pontevedra
1330,65 y más,Extranjeros,Mujeres,2020,1.442,36,Pontevedra
1331,65 y más,Extranjeros,Mujeres,2019,1.236,36,Pontevedra
1332,0-15 años,Españoles,Hombres,2021,20.868,26,"Rioja, La"
1333,0-15 años,Españoles,Hombres,2020,21.255,26,"Rioja, La"
1334,0-15 años,Españoles,Hombres,2019,21.517,26,"Rioja, La"
1335,0-15 años,Españoles,Mujeres,2021,19.687,26,"Rioja, La"
1336,0-15 años,Españoles,Mujeres,2020,20.162,26,"Rioja, La"
1337,0-15 años,Españoles,Mujeres,2019,20.443,26,"Rioja, La"
1338,0-15 años,Extranjeros,Hombres,2021,4.088,26,"Rioja, La"
1339,0-15 años,Extranjeros,Hombres,2020,4.014,26,"Rioja, La"
1340,0-15 años,Extranjeros,Hombres,2019,3.757,26,"Rioja, La"
1341,0-15 años,Extranjeros,Mujeres,2021,3.801,26,"Rioja, La"
1342,0-15 años,Extranjeros,Mujeres,2020,3.695,26,"Rioja, La"
1343,0-15 años,Extranjeros,Mujeres,2019,3.431,26,"Rioja, La"
1344,16-64 años,Españoles,Hombres,2021,87.004,26,"Rioja, La"
1345,16-64 años,Españoles,Hombres,2020,87.204,26,"Rioja, La"
1346,16-64 años,Españoles,Hombres,2019,87.288,26,"Rioja, La"
1347,16-64 años,Españoles,Mujeres,2021,84.910,26,"Rioja, La"
1348,16-64 años,Españoles,Mujeres,2020,85.079,26,"Rioja, La"
